Region,Council,Ward,Total_Pop,Male_Pop,Female_Pop
DODOMA,KONDOA DISTRICT COUNCIL,Changaa,8436,4340,4096
DODOMA,KONDOA DISTRICT COUNCIL,Hondomairo,14481,7446,7035
DODOMA,KONDOA DISTRICT COUNCIL,Thawi,11932,6029,5903
DODOMA,KONDOA DISTRICT COUNCIL,Kikilo,9620,4906,4714
DODOMA,KONDOA DISTRICT COUNCIL,Soera,8597,4401,4196
DODOMA,KONDOA DISTRICT COUNCIL,Salanka,10675,5470,5205
DODOMA,KONDOA DISTRICT COUNCIL,Bereko,8223,4239,3984
DODOMA,KONDOA DISTRICT COUNCIL,Kikore,15529,8010,7519
DODOMA,KONDOA DISTRICT COUNCIL,Mnenia,13056,6616,6440
DODOMA,KONDOA DISTRICT COUNCIL,Masange,6556,3402,3154
DODOMA,KONDOA DISTRICT COUNCIL,Itololo,7594,3848,3746
DODOMA,KONDOA DISTRICT COUNCIL,Kisese,14921,7611,7310
DODOMA,KONDOA DISTRICT COUNCIL,Itaswi,13790,7212,6578
DODOMA,KONDOA DISTRICT COUNCIL,Keikei,13454,6802,6652
DODOMA,KONDOA DISTRICT COUNCIL,Kwadelo,13504,6642,6862
DODOMA,KONDOA DISTRICT COUNCIL,Busi,9399,4649,4750
DODOMA,KONDOA DISTRICT COUNCIL,Kalamba,14621,7243,7378
DODOMA,KONDOA DISTRICT COUNCIL,Haubi,14679,7365,7314
DODOMA,KONDOA DISTRICT COUNCIL,Kinyasi,9872,4987,4885
DODOMA,KONDOA DISTRICT COUNCIL,Pahi,15766,7870,7896
DODOMA,KONDOA DISTRICT COUNCIL,Bumbuta,10149,5291,4858
DODOMA,KONDOA TOWN COUNCIL,Kondoa Mjini,26179,12675,13504
DODOMA,KONDOA TOWN COUNCIL,Kilimani,9629,4747,4882
DODOMA,KONDOA TOWN COUNCIL,Chemchem,8351,4012,4339
DODOMA,KONDOA TOWN COUNCIL,Suruke,3734,1939,1795
DODOMA,KONDOA TOWN COUNCIL,Kingale,13152,6749,6403
DODOMA,KONDOA TOWN COUNCIL,Serya,9830,5193,4637
DODOMA,KONDOA TOWN COUNCIL,Bolisa,3919,1915,2004
DODOMA,KONDOA TOWN COUNCIL,Kolo,5649,2923,2726
DODOMA,MPWAPWA DISTRICT COUNCIL,Mazae,11011,5310,5701
DODOMA,MPWAPWA DISTRICT COUNCIL,Ving'hawe,16311,7841,8470
DODOMA,MPWAPWA DISTRICT COUNCIL,Matomondo,11228,5495,5733
DODOMA,MPWAPWA DISTRICT COUNCIL,Kimagai,9777,4792,4985
DODOMA,MPWAPWA DISTRICT COUNCIL,Chunyu,19190,9274,9916
DODOMA,MPWAPWA DISTRICT COUNCIL,Godegode,11150,5543,5607
DODOMA,MPWAPWA DISTRICT COUNCIL,Mpwapwa Mjini,24670,11690,12980
DODOMA,MPWAPWA DISTRICT COUNCIL,Lupeta,9795,4806,4989
DODOMA,MPWAPWA DISTRICT COUNCIL,Gulwe,13189,6431,6758
DODOMA,MPWAPWA DISTRICT COUNCIL,Ng'hambi,11926,5790,6136
DODOMA,MPWAPWA DISTRICT COUNCIL,Mlembule,11335,5548,5787
DODOMA,MPWAPWA DISTRICT COUNCIL,Mima,18138,8802,9336
DODOMA,MPWAPWA DISTRICT COUNCIL,Berege,12668,6166,6502
DODOMA,MPWAPWA DISTRICT COUNCIL,Chitemo,13876,6878,6998
DODOMA,MPWAPWA DISTRICT COUNCIL,Iwondo,13211,6373,6838
DODOMA,MPWAPWA DISTRICT COUNCIL,Kibakwe,19968,9616,10352
DODOMA,MPWAPWA DISTRICT COUNCIL,Lumuma,4339,2138,2201
DODOMA,MPWAPWA DISTRICT COUNCIL,Luhundwa,16424,7969,8455
DODOMA,MPWAPWA DISTRICT COUNCIL,Wotta,7194,3507,3687
DODOMA,MPWAPWA DISTRICT COUNCIL,Mbuga,6745,3420,3325
DODOMA,MPWAPWA DISTRICT COUNCIL,Kingiti,9213,4449,4764
DODOMA,MPWAPWA DISTRICT COUNCIL,Lufu,5326,2638,2688
DODOMA,MPWAPWA DISTRICT COUNCIL,Pwaga,15386,7417,7969
DODOMA,MPWAPWA DISTRICT COUNCIL,Galigali,5006,2533,2473
DODOMA,MPWAPWA DISTRICT COUNCIL,Wangi,7958,3882,4076
DODOMA,MPWAPWA DISTRICT COUNCIL,Massa,16558,8112,8446
DODOMA,MPWAPWA DISTRICT COUNCIL,Ipera,9658,4753,4905
DODOMA,MPWAPWA DISTRICT COUNCIL,Rudi,15440,7681,7759
DODOMA,MPWAPWA DISTRICT COUNCIL,Mlunduzi,14342,6986,7356
DODOMA,MPWAPWA DISTRICT COUNCIL,Mtera,14187,6887,7300
DODOMA,MPWAPWA DISTRICT COUNCIL,Chipogoro,14515,6992,7523
DODOMA,MPWAPWA DISTRICT COUNCIL,Malolo,7449,3742,3707
DODOMA,MPWAPWA DISTRICT COUNCIL,Mang'aliza,6064,3005,3059
DODOMA,KONGWA DISTRICT COUNCIL,Hogoro,22777,11072,11705
DODOMA,KONGWA DISTRICT COUNCIL,Zoissa,7426,3659,3767
DODOMA,KONGWA DISTRICT COUNCIL,Mkoka,16329,7895,8434
DODOMA,KONGWA DISTRICT COUNCIL,Makawa,11631,5677,5954
DODOMA,KONGWA DISTRICT COUNCIL,Chitego,15434,7681,7753
DODOMA,KONGWA DISTRICT COUNCIL,Matongoro,11513,5510,6003
DODOMA,KONGWA DISTRICT COUNCIL,Songambele,23342,11119,12223
DODOMA,KONGWA DISTRICT COUNCIL,Njoge,10757,5235,5522
DODOMA,KONGWA DISTRICT COUNCIL,Pandambili,13079,6326,6753
DODOMA,KONGWA DISTRICT COUNCIL,Mlali,28218,13393,14825
DODOMA,KONGWA DISTRICT COUNCIL,Iduo,15244,7387,7857
DODOMA,KONGWA DISTRICT COUNCIL,Kibaigwa,50054,23877,26177
DODOMA,KONGWA DISTRICT COUNCIL,Chamkoroma,18990,9332,9658
DODOMA,KONGWA DISTRICT COUNCIL,Ngomai,14319,7126,7193
DODOMA,KONGWA DISTRICT COUNCIL,Chiwe,30099,14414,15685
DODOMA,KONGWA DISTRICT COUNCIL,Lenjulu,28622,13912,14710
DODOMA,KONGWA DISTRICT COUNCIL,Ng'humbi,15778,7628,8150
DODOMA,KONGWA DISTRICT COUNCIL,Kongwa,15351,7191,8160
DODOMA,KONGWA DISTRICT COUNCIL,Sejeli,27312,13260,14052
DODOMA,KONGWA DISTRICT COUNCIL,Mtanana,16435,8147,8288
DODOMA,KONGWA DISTRICT COUNCIL,Sagara,28536,13790,14746
DODOMA,KONGWA DISTRICT COUNCIL,Ugogoni,22621,10844,11777
DODOMA,CHAMWINO DISTRICT COUNCIL,Haneti,19635,9755,9880
DODOMA,CHAMWINO DISTRICT COUNCIL,Segala,21348,10666,10682
DODOMA,CHAMWINO DISTRICT COUNCIL,Itiso,22547,11182,11365
DODOMA,CHAMWINO DISTRICT COUNCIL,Dabalo,26241,13142,13099
DODOMA,CHAMWINO DISTRICT COUNCIL,Zajilwa,16971,8328,8643
DODOMA,CHAMWINO DISTRICT COUNCIL,Membe,14079,7044,7035
DODOMA,CHAMWINO DISTRICT COUNCIL,Msanga,13992,6776,7216
DODOMA,CHAMWINO DISTRICT COUNCIL,Chilonwa,9993,4872,5121
DODOMA,CHAMWINO DISTRICT COUNCIL,Buigiri,13853,6708,7145
DODOMA,CHAMWINO DISTRICT COUNCIL,Majeleko,9244,4454,4790
DODOMA,CHAMWINO DISTRICT COUNCIL,Manchali,14884,7151,7733
DODOMA,CHAMWINO DISTRICT COUNCIL,Ikowa,8143,3917,4226
DODOMA,CHAMWINO DISTRICT COUNCIL,Msamalo,16413,7896,8517
DODOMA,CHAMWINO DISTRICT COUNCIL,Chamwino,16424,7723,8701
DODOMA,CHAMWINO DISTRICT COUNCIL,Igandu,8778,4381,4397
DODOMA,CHAMWINO DISTRICT COUNCIL,Muungano,13029,6279,6750
DODOMA,CHAMWINO DISTRICT COUNCIL,Mvumi Makulu,8618,4032,4586
DODOMA,CHAMWINO DISTRICT COUNCIL,Handali,12809,6193,6616
DODOMA,CHAMWINO DISTRICT COUNCIL,Mvumi Misheni,19367,9332,10035
DODOMA,CHAMWINO DISTRICT COUNCIL,Idifu,11977,5706,6271
DODOMA,CHAMWINO DISTRICT COUNCIL,Nghahelezi,11341,5426,5915
DODOMA,CHAMWINO DISTRICT COUNCIL,Makang'wa,8938,4276,4662
DODOMA,CHAMWINO DISTRICT COUNCIL,Iringa Mvumi,9271,4419,4852
DODOMA,CHAMWINO DISTRICT COUNCIL,Manzase,16874,8170,8704
DODOMA,CHAMWINO DISTRICT COUNCIL,Fufu,6045,2963,3082
DODOMA,CHAMWINO DISTRICT COUNCIL,Mlowa Bwawani,13326,6454,6872
DODOMA,CHAMWINO DISTRICT COUNCIL,Loje,7916,3928,3988
DODOMA,CHAMWINO DISTRICT COUNCIL,Chiboli,6849,3342,3507
DODOMA,CHAMWINO DISTRICT COUNCIL,Nhinhi,9507,4541,4966
DODOMA,CHAMWINO DISTRICT COUNCIL,Ikombolinga,6118,2941,3177
DODOMA,CHAMWINO DISTRICT COUNCIL,Mlowa Barabarani,18975,9016,9959
DODOMA,CHAMWINO DISTRICT COUNCIL,Mpwayungu,19282,9372,9910
DODOMA,CHAMWINO DISTRICT COUNCIL,Nghambaku,10501,5166,5335
DODOMA,CHAMWINO DISTRICT COUNCIL,Chinugulu,11125,5579,5546
DODOMA,CHAMWINO DISTRICT COUNCIL,Manda,19144,9313,9831
DODOMA,CHAMWINO DISTRICT COUNCIL,Huzi,12619,6140,6479
DODOMA,DODOMA CITY COUNCIL,Msalato,12905,6341,6564
DODOMA,DODOMA CITY COUNCIL,Makutupora,19966,9713,10253
DODOMA,DODOMA CITY COUNCIL,Chihanga,13605,6720,6885
DODOMA,DODOMA CITY COUNCIL,Hombolo Makulu,10857,5294,5563
DODOMA,DODOMA CITY COUNCIL,Ipala,7663,3674,3989
DODOMA,DODOMA CITY COUNCIL,Chahwa,6165,3036,3129
DODOMA,DODOMA CITY COUNCIL,Hombolo Bwawani,20033,9630,10403
DODOMA,DODOMA CITY COUNCIL,Mtumba,14673,7787,6886
DODOMA,DODOMA CITY COUNCIL,Kikombo,11269,5399,5870
DODOMA,DODOMA CITY COUNCIL,Nghong'onha,19173,9630,9543
DODOMA,DODOMA CITY COUNCIL,Ihumwa,24112,11870,12242
DODOMA,DODOMA CITY COUNCIL,Viwandani,4448,2308,2140
DODOMA,DODOMA CITY COUNCIL,Uhuru,1739,1020,719
DODOMA,DODOMA CITY COUNCIL,Chamwino,21407,10630,10777
DODOMA,DODOMA CITY COUNCIL,Kiwanja cha Ndege,10333,4829,5504
DODOMA,DODOMA CITY COUNCIL,Makole,10571,5204,5367
DODOMA,DODOMA CITY COUNCIL,Miyuji,36588,17531,19057
DODOMA,DODOMA CITY COUNCIL,Nzuguni,50454,24223,26231
DODOMA,DODOMA CITY COUNCIL,Dodoma Makulu,44013,21202,22811
DODOMA,DODOMA CITY COUNCIL,Tambukareli,10756,5405,5351
DODOMA,DODOMA CITY COUNCIL,Kilimani,9562,4609,4953
DODOMA,DODOMA CITY COUNCIL,Kikuyu Kusini,11126,5331,5795
DODOMA,DODOMA CITY COUNCIL,Kikuyu Kaskazini,17376,8466,8910
DODOMA,DODOMA CITY COUNCIL,Mkonze,41256,19841,21415
DODOMA,DODOMA CITY COUNCIL,Hazina,10419,5106,5313
DODOMA,DODOMA CITY COUNCIL,Madukani,2066,991,1075
DODOMA,DODOMA CITY COUNCIL,Majengo,4817,2493,2324
DODOMA,DODOMA CITY COUNCIL,Kizota,30632,15245,15387
DODOMA,DODOMA CITY COUNCIL,Ntyuka,13543,6542,7001
DODOMA,DODOMA CITY COUNCIL,Chang'ombe,39324,19104,20220
DODOMA,DODOMA CITY COUNCIL,Iyumbu,7740,3932,3808
DODOMA,DODOMA CITY COUNCIL,Mnadani,44311,22725,21586
DODOMA,DODOMA CITY COUNCIL,Ipagala,49289,23175,26114
DODOMA,DODOMA CITY COUNCIL,Nkuhungu,49327,23386,25941
DODOMA,DODOMA CITY COUNCIL,Mpunguzi,13491,6495,6996
DODOMA,DODOMA CITY COUNCIL,Mbabala,16929,8257,8672
DODOMA,DODOMA CITY COUNCIL,Zuzu,10054,5006,5048
DODOMA,DODOMA CITY COUNCIL,Nala,11715,5741,5974
DODOMA,DODOMA CITY COUNCIL,Mbalawala,11370,5637,5733
DODOMA,DODOMA CITY COUNCIL,Chigongwe,8933,4355,4578
DODOMA,DODOMA CITY COUNCIL,Matumbulu,11169,5557,5612
DODOMA,BAHI DISTRICT COUNCIL,Ibugule,10957,5205,5752
DODOMA,BAHI DISTRICT COUNCIL,Chibelela,12791,6137,6654
DODOMA,BAHI DISTRICT COUNCIL,Mwitikira,9281,4486,4795
DODOMA,BAHI DISTRICT COUNCIL,Mtitaa,12105,5861,6244
DODOMA,BAHI DISTRICT COUNCIL,Chikola,18107,8715,9392
DODOMA,BAHI DISTRICT COUNCIL,Chipanga,13440,6513,6927
DODOMA,BAHI DISTRICT COUNCIL,Chali,14687,7034,7653
DODOMA,BAHI DISTRICT COUNCIL,Nondwa,12079,5808,6271
DODOMA,BAHI DISTRICT COUNCIL,Mpalanga,14879,7213,7666
DODOMA,BAHI DISTRICT COUNCIL,Chifutuka,18604,8872,9732
DODOMA,BAHI DISTRICT COUNCIL,Bahi,31410,15310,16100
DODOMA,BAHI DISTRICT COUNCIL,Mpamantwa,18046,8783,9263
DODOMA,BAHI DISTRICT COUNCIL,Ibihwa,15118,7285,7833
DODOMA,BAHI DISTRICT COUNCIL,Ilindi,11969,5790,6179
DODOMA,BAHI DISTRICT COUNCIL,Kigwe,7201,3494,3707
DODOMA,BAHI DISTRICT COUNCIL,Mpinga,12605,6222,6383
DODOMA,BAHI DISTRICT COUNCIL,Makanda,12186,6005,6181
DODOMA,BAHI DISTRICT COUNCIL,Lamaiti,18130,8815,9315
DODOMA,BAHI DISTRICT COUNCIL,Babayu,14737,7206,7531
DODOMA,BAHI DISTRICT COUNCIL,Zanka,16544,8332,8212
DODOMA,BAHI DISTRICT COUNCIL,Msisi,16994,8181,8813
DODOMA,BAHI DISTRICT COUNCIL,Mundemu,10656,5160,5496
DODOMA,CHEMBA DISTRICT COUNCIL,Churuku,9635,4739,4896
DODOMA,CHEMBA DISTRICT COUNCIL,Mondo,10986,5450,5536
DODOMA,CHEMBA DISTRICT COUNCIL,Dalai,18195,8837,9358
DODOMA,CHEMBA DISTRICT COUNCIL,Jangalo,21713,10792,10921
DODOMA,CHEMBA DISTRICT COUNCIL,Paranga,17613,9040,8573
DODOMA,CHEMBA DISTRICT COUNCIL,Msaada,7314,3740,3574
DODOMA,CHEMBA DISTRICT COUNCIL,Kimaha,13435,6800,6635
DODOMA,CHEMBA DISTRICT COUNCIL,Songolo,13078,6441,6637
DODOMA,CHEMBA DISTRICT COUNCIL,Mrijo,27777,13712,14065
DODOMA,CHEMBA DISTRICT COUNCIL,Chandama,10511,5132,5379
DODOMA,CHEMBA DISTRICT COUNCIL,Goima,14985,7502,7483
DODOMA,CHEMBA DISTRICT COUNCIL,Chemba,9730,4879,4851
DODOMA,CHEMBA DISTRICT COUNCIL,Kidoka,16378,8226,8152
DODOMA,CHEMBA DISTRICT COUNCIL,Soya,12868,6357,6511
DODOMA,CHEMBA DISTRICT COUNCIL,Makorongo,8640,4245,4395
DODOMA,CHEMBA DISTRICT COUNCIL,Gwandi,7328,3724,3604
DODOMA,CHEMBA DISTRICT COUNCIL,Farkwa,15616,8228,7388
DODOMA,CHEMBA DISTRICT COUNCIL,Tumbakose,5028,2529,2499
DODOMA,CHEMBA DISTRICT COUNCIL,Babayu,11331,5521,5810
DODOMA,CHEMBA DISTRICT COUNCIL,Ovada,8318,4386,3932
DODOMA,CHEMBA DISTRICT COUNCIL,Mpendo,11861,5852,6009
DODOMA,CHEMBA DISTRICT COUNCIL,Sanzawa,15970,8154,7816
DODOMA,CHEMBA DISTRICT COUNCIL,Kwamtoro,17657,9194,8463
DODOMA,CHEMBA DISTRICT COUNCIL,Lalta,5781,2983,2798
DODOMA,CHEMBA DISTRICT COUNCIL,Lahoda,20584,10859,9725
DODOMA,CHEMBA DISTRICT COUNCIL,Kinyamsindo,7001,3515,3486
ARUSHA,MONDULI DISTRICT COUNCIL,Monduli Juu,15051,6863,8188
ARUSHA,MONDULI DISTRICT COUNCIL,Engutoto,9643,4468,5175
ARUSHA,MONDULI DISTRICT COUNCIL,Monduli Mjini,7608,3678,3930
ARUSHA,MONDULI DISTRICT COUNCIL,Moita,14666,6661,8005
ARUSHA,MONDULI DISTRICT COUNCIL,Sepeko,13633,6205,7428
ARUSHA,MONDULI DISTRICT COUNCIL,Lolkisale,9466,4665,4801
ARUSHA,MONDULI DISTRICT COUNCIL,Lepurko,12988,5694,7294
ARUSHA,MONDULI DISTRICT COUNCIL,Meserani,10771,4670,6101
ARUSHA,MONDULI DISTRICT COUNCIL,Mfereji,8221,3629,4592
ARUSHA,MONDULI DISTRICT COUNCIL,10.. Lashaine,5132,2298,2834
ARUSHA,MONDULI DISTRICT COUNCIL,Naalarami,4550,2057,2493
ARUSHA,MONDULI DISTRICT COUNCIL,Lemooti,7474,3776,3698
ARUSHA,MONDULI DISTRICT COUNCIL,Makuyuni,14803,6955,7848
ARUSHA,MONDULI DISTRICT COUNCIL,Esilalei,29020,13021,15999
ARUSHA,MONDULI DISTRICT COUNCIL,Mswakini,7803,3626,4177
ARUSHA,MONDULI DISTRICT COUNCIL,Engaruka,17187,7608,9579
ARUSHA,MONDULI DISTRICT COUNCIL,Selela,14275,6474,7801
ARUSHA,MONDULI DISTRICT COUNCIL,Mto wa Mbu,7995,3885,4110
ARUSHA,MONDULI DISTRICT COUNCIL,Majengo,9568,4756,4812
ARUSHA,MONDULI DISTRICT COUNCIL,Migungani,7731,3753,3978
ARUSHA,MERU DISTRICT COUNCIL,Ngarenanyuki,10078,4924,5154
ARUSHA,MERU DISTRICT COUNCIL,Leguruki,9528,4588,4940
ARUSHA,MERU DISTRICT COUNCIL,King'ori,13034,6246,6788
ARUSHA,MERU DISTRICT COUNCIL,Maji ya Chai,19779,9389,10390
ARUSHA,MERU DISTRICT COUNCIL,Kikatiti,21611,10458,11153
ARUSHA,MERU DISTRICT COUNCIL,Ngabobo,4184,2019,2165
ARUSHA,MERU DISTRICT COUNCIL,Uwiro,11762,5792,5970
ARUSHA,MERU DISTRICT COUNCIL,Maruvango,9796,4795,5001
ARUSHA,MERU DISTRICT COUNCIL,Malula,12526,5979,6547
ARUSHA,MERU DISTRICT COUNCIL,Imbaseni,29770,13938,15832
ARUSHA,MERU DISTRICT COUNCIL,Usariver,29938,14374,15564
ARUSHA,MERU DISTRICT COUNCIL,Nkoaranga,10229,5013,5216
ARUSHA,MERU DISTRICT COUNCIL,Poli,11399,5530,5869
ARUSHA,MERU DISTRICT COUNCIL,Seela Sing'isi,11756,5746,6010
ARUSHA,MERU DISTRICT COUNCIL,Akheri,17236,8241,8995
ARUSHA,MERU DISTRICT COUNCIL,Nkoanrua,8679,4297,4382
ARUSHA,MERU DISTRICT COUNCIL,Songoro,10813,5462,5351
ARUSHA,MERU DISTRICT COUNCIL,Nkoarisambu,6892,3328,3564
ARUSHA,MERU DISTRICT COUNCIL,Nkoanekoli,4623,2294,2329
ARUSHA,MERU DISTRICT COUNCIL,Ambureni,16971,7859,9112
ARUSHA,MERU DISTRICT COUNCIL,Maroroni,16113,8114,7999
ARUSHA,MERU DISTRICT COUNCIL,Makiba,10294,5012,5282
ARUSHA,MERU DISTRICT COUNCIL,Mbuguni,10026,5041,4985
ARUSHA,MERU DISTRICT COUNCIL,Kikwe,10965,5689,5276
ARUSHA,MERU DISTRICT COUNCIL,Majengo,6570,3195,3375
ARUSHA,MERU DISTRICT COUNCIL,Shambarai Burka,7031,3474,3557
ARUSHA,ARUSHA DISTRICT COUNCIL,Oldonyosambu,13003,5986,7017
ARUSHA,ARUSHA DISTRICT COUNCIL,Lengijave,15027,6547,8480
ARUSHA,ARUSHA DISTRICT COUNCIL,Olturumet,13869,6510,7359
ARUSHA,ARUSHA DISTRICT COUNCIL,Mwandet,22650,10107,12543
ARUSHA,ARUSHA DISTRICT COUNCIL,Musa,13481,6239,7242
ARUSHA,ARUSHA DISTRICT COUNCIL,Kisongo,12519,5896,6623
ARUSHA,ARUSHA DISTRICT COUNCIL,Mateves,23287,11089,12198
ARUSHA,ARUSHA DISTRICT COUNCIL,Oldonyowass,11905,5476,6429
ARUSHA,ARUSHA DISTRICT COUNCIL,Lemanyata,14672,6465,8207
ARUSHA,ARUSHA DISTRICT COUNCIL,Laroi,7096,3322,3774
ARUSHA,ARUSHA DISTRICT COUNCIL,Ilkiding'a,15218,7265,7953
ARUSHA,ARUSHA DISTRICT COUNCIL,Olturoto,18899,9146,9753
ARUSHA,ARUSHA DISTRICT COUNCIL,13.. Moivo,25110,12067,13043
ARUSHA,ARUSHA DISTRICT COUNCIL,Kiranyi,40158,19048,21110
ARUSHA,ARUSHA DISTRICT COUNCIL,Kimnyak,16332,7637,8695
ARUSHA,ARUSHA DISTRICT COUNCIL,Oljoro,9100,4178,4922
ARUSHA,ARUSHA DISTRICT COUNCIL,Sambasha,12739,5457,7282
ARUSHA,ARUSHA DISTRICT COUNCIL,Oloirien,29477,13736,15741
ARUSHA,ARUSHA DISTRICT COUNCIL,Olmotonyi,13345,6201,7144
ARUSHA,ARUSHA DISTRICT COUNCIL,Tarakwa,11205,5334,5871
ARUSHA,ARUSHA DISTRICT COUNCIL,Ilboru,9367,4639,4728
ARUSHA,ARUSHA DISTRICT COUNCIL,Bangata,10166,5013,5153
ARUSHA,ARUSHA DISTRICT COUNCIL,Sokon II,20213,9833,10380
ARUSHA,ARUSHA DISTRICT COUNCIL,Bwawani,14025,7001,7024
ARUSHA,ARUSHA DISTRICT COUNCIL,Nduruma,14490,7207,7283
ARUSHA,ARUSHA DISTRICT COUNCIL,Mlangarini,19291,9401,9890
ARUSHA,ARUSHA DISTRICT COUNCIL,Kiutu,22874,10850,12024
ARUSHA,LONGIDO DISTRICT COUNCIL,Matale A,8340,4189,4151
ARUSHA,LONGIDO DISTRICT COUNCIL,Engarenaibor,15227,7298,7929
ARUSHA,LONGIDO DISTRICT COUNCIL,Mundarara,11442,5757,5685
ARUSHA,LONGIDO DISTRICT COUNCIL,Ketumbeine,10203,5024,5179
ARUSHA,LONGIDO DISTRICT COUNCIL,Elang'atadapash,6528,2987,3541
ARUSHA,LONGIDO DISTRICT COUNCIL,Ilorienito,6932,3031,3901
ARUSHA,LONGIDO DISTRICT COUNCIL,Gelai Meirugoi,12474,5720,6754
ARUSHA,LONGIDO DISTRICT COUNCIL,Gelai Lumbwa,9932,4621,5311
ARUSHA,LONGIDO DISTRICT COUNCIL,Noondoto,5808,2738,3070
ARUSHA,LONGIDO DISTRICT COUNCIL,Engikaret,8298,3722,4576
ARUSHA,LONGIDO DISTRICT COUNCIL,Kimokouwa,14435,6933,7502
ARUSHA,LONGIDO DISTRICT COUNCIL,Namanga,12340,5922,6418
ARUSHA,LONGIDO DISTRICT COUNCIL,Orbomba,11060,5202,5858
ARUSHA,LONGIDO DISTRICT COUNCIL,Longido,3948,1836,2112
ARUSHA,LONGIDO DISTRICT COUNCIL,Tingatinga,8262,3629,4633
ARUSHA,LONGIDO DISTRICT COUNCIL,Olmolog,12536,5913,6623
ARUSHA,LONGIDO DISTRICT COUNCIL,Kamwanga,13053,6190,6863
ARUSHA,LONGIDO DISTRICT COUNCIL,Sinya,5097,2175,2922
ARUSHA,KARATU DISTRICT COUNCIL,Baray,31472,16564,14908
ARUSHA,KARATU DISTRICT COUNCIL,Mang'ola,19982,10313,9669
ARUSHA,KARATU DISTRICT COUNCIL,Endamaghang,5742,3096,2646
ARUSHA,KARATU DISTRICT COUNCIL,Karatu,29825,14665,15160
ARUSHA,KARATU DISTRICT COUNCIL,Daa,13561,7435,6126
ARUSHA,KARATU DISTRICT COUNCIL,Oldeani,6984,3607,3377
ARUSHA,KARATU DISTRICT COUNCIL,Qurus,28576,14441,14135
ARUSHA,KARATU DISTRICT COUNCIL,Ganako,20350,10183,10167
ARUSHA,KARATU DISTRICT COUNCIL,Rhotia,29264,15358,13906
ARUSHA,KARATU DISTRICT COUNCIL,Mbulumbulu,22042,11404,10638
ARUSHA,KARATU DISTRICT COUNCIL,Endamarariek,29342,15158,14184
ARUSHA,KARATU DISTRICT COUNCIL,Buger,10124,5152,4972
ARUSHA,KARATU DISTRICT COUNCIL,Endabash,17964,9511,8453
ARUSHA,KARATU DISTRICT COUNCIL,Kansay,15226,8032,7194
ARUSHA,NGORONGORO DISTRICT COUNCIL,Orgosorok,11161,5556,5605
ARUSHA,NGORONGORO DISTRICT COUNCIL,Arash,14024,6674,7350
ARUSHA,NGORONGORO DISTRICT COUNCIL,Soitsambu,16899,8151,8748
ARUSHA,NGORONGORO DISTRICT COUNCIL,Enguserosambu,13555,6592,6963
ARUSHA,NGORONGORO DISTRICT COUNCIL,Olorien/Magaiduru,10898,5287,5611
ARUSHA,NGORONGORO DISTRICT COUNCIL,Maalon,10842,5034,5808
ARUSHA,NGORONGORO DISTRICT COUNCIL,Ololosokwan,16503,8088,8415
ARUSHA,NGORONGORO DISTRICT COUNCIL,Oloipiri,9917,4797,5120
ARUSHA,NGORONGORO DISTRICT COUNCIL,Digodigo,4994,2419,2575
ARUSHA,NGORONGORO DISTRICT COUNCIL,Oldonyosambu,5431,2527,2904
ARUSHA,NGORONGORO DISTRICT COUNCIL,Pinyinyi,7689,3663,4026
ARUSHA,NGORONGORO DISTRICT COUNCIL,Sale,6576,3127,3449
ARUSHA,NGORONGORO DISTRICT COUNCIL,Malambo,12076,5487,6589
ARUSHA,NGORONGORO DISTRICT COUNCIL,Samunge,10230,5087,5143
ARUSHA,NGORONGORO DISTRICT COUNCIL,Kirangi,8061,4063,3998
ARUSHA,NGORONGORO DISTRICT COUNCIL,Engaresero,7697,3521,4176
ARUSHA,NGORONGORO DISTRICT COUNCIL,Piyaya,6203,2800,3403
ARUSHA,NGORONGORO DISTRICT COUNCIL,Naiyobi,13161,5688,7473
ARUSHA,NGORONGORO DISTRICT COUNCIL,Nainokanoka,15725,7476,8249
ARUSHA,NGORONGORO DISTRICT COUNCIL,Olbalbal,7730,3406,4324
ARUSHA,NGORONGORO DISTRICT COUNCIL,Ngorongoro,10293,4821,5472
ARUSHA,NGORONGORO DISTRICT COUNCIL,Enduleni,14421,6274,8147
ARUSHA,NGORONGORO DISTRICT COUNCIL,Kakesio,8268,3679,4589
ARUSHA,NGORONGORO DISTRICT COUNCIL,Alailelai,11526,5020,6506
ARUSHA,NGORONGORO DISTRICT COUNCIL,Ngoile,5384,2322,3062
ARUSHA,NGORONGORO DISTRICT COUNCIL,Misigiyo,6989,3040,3949
ARUSHA,NGORONGORO DISTRICT COUNCIL,Alaitolei,4496,1881,2615
ARUSHA,NGORONGORO DISTRICT COUNCIL,Eyasi,2800,1370,1430
ARUSHA,ARUSHA CITY COUNCIL,Kati,2547,1313,1234
ARUSHA,ARUSHA CITY COUNCIL,Kaloleni,7425,3464,3961
ARUSHA,ARUSHA CITY COUNCIL,Sekei,7707,3721,3986
ARUSHA,ARUSHA CITY COUNCIL,Themi,9204,4467,4737
ARUSHA,ARUSHA CITY COUNCIL,Daraja II,16555,7968,8587
ARUSHA,ARUSHA CITY COUNCIL,Unga Ltd,14006,6984,7022
ARUSHA,ARUSHA CITY COUNCIL,Ngarenaro,8812,4307,4505
ARUSHA,ARUSHA CITY COUNCIL,Levolosi,6317,3182,3135
ARUSHA,ARUSHA CITY COUNCIL,Kimandolu,28760,13289,15471
