Region,Council,Ward,Total_Pop,Male_Pop,Female_Pop
SINGIDA,IKUNGI DISTRICT COUNCIL,Iyumbu,18489,9240,9249
SINGIDA,IKUNGI DISTRICT COUNCIL,Mgungira,16929,8297,8632
SINGIDA,IKUNGI DISTRICT COUNCIL,Mwaru,24204,12209,11995
SINGIDA,IKUNGI DISTRICT COUNCIL,Ighombwe,26508,13081,13427
SINGIDA,IKUNGI DISTRICT COUNCIL,Mtunduru,22292,11213,11079
SINGIDA,IKUNGI DISTRICT COUNCIL,Sepuka,14854,7394,7460
SINGIDA,IKUNGI DISTRICT COUNCIL,Irisya,7480,3724,3756
SINGIDA,IKUNGI DISTRICT COUNCIL,Puma,12661,5995,6666
SINGIDA,IKUNGI DISTRICT COUNCIL,Kituntu,10612,5295,5317
SINGIDA,IKUNGI DISTRICT COUNCIL,Iglansoni,24556,12012,12544
SINGIDA,IKUNGI DISTRICT COUNCIL,Isseke,8049,4055,3994
SINGIDA,IKUNGI DISTRICT COUNCIL,Ihanja,12266,6248,6018
SINGIDA,IKUNGI DISTRICT COUNCIL,Minyughe,11734,5822,5912
SINGIDA,IKUNGI DISTRICT COUNCIL,Muhintiri,12199,6143,6056
SINGIDA,IKUNGI DISTRICT COUNCIL,Makilawa,16605,8016,8589
SINGIDA,IKUNGI DISTRICT COUNCIL,Dung'unyi,12786,6403,6383
SINGIDA,IKUNGI DISTRICT COUNCIL,Mang'onyi,22665,11798,10867
SINGIDA,IKUNGI DISTRICT COUNCIL,Mkiwa,8749,4517,4232
SINGIDA,IKUNGI DISTRICT COUNCIL,Issuna,19281,9867,9414
SINGIDA,IKUNGI DISTRICT COUNCIL,Unyahati,12088,6142,5946
SINGIDA,IKUNGI DISTRICT COUNCIL,Ikungi,19346,9663,9683
SINGIDA,IKUNGI DISTRICT COUNCIL,Mungaa,12868,6296,6572
SINGIDA,IKUNGI DISTRICT COUNCIL,Siuyu,9924,4917,5007
SINGIDA,IKUNGI DISTRICT COUNCIL,Kikio,10725,5387,5338
SINGIDA,IKUNGI DISTRICT COUNCIL,Lighwa,9565,4774,4791
SINGIDA,IKUNGI DISTRICT COUNCIL,Misughaa,9051,4619,4432
SINGIDA,IKUNGI DISTRICT COUNCIL,Ntuntu,14680,7397,7283
SINGIDA,IKUNGI DISTRICT COUNCIL,Makiungu,10096,4905,5191
SINGIDA,MKALAMA DISTRICT COUNCIL,Mpambala,14574,7201,7373
SINGIDA,MKALAMA DISTRICT COUNCIL,Mwangeza,32520,16066,16454
SINGIDA,MKALAMA DISTRICT COUNCIL,Nkinto,15012,7617,7395
SINGIDA,MKALAMA DISTRICT COUNCIL,Ibaga,15056,7363,7693
SINGIDA,MKALAMA DISTRICT COUNCIL,Matongo,7831,3907,3924
SINGIDA,MKALAMA DISTRICT COUNCIL,Mwanga,22773,11510,11263
SINGIDA,MKALAMA DISTRICT COUNCIL,Gumanga,14646,7212,7434
SINGIDA,MKALAMA DISTRICT COUNCIL,Nduguti,12821,6360,6461
SINGIDA,MKALAMA DISTRICT COUNCIL,Ilunda,14764,7437,7327
SINGIDA,MKALAMA DISTRICT COUNCIL,Miganga,9941,4945,4996
SINGIDA,MKALAMA DISTRICT COUNCIL,Nkalakala,11029,5438,5591
SINGIDA,MKALAMA DISTRICT COUNCIL,Kinampundu,13865,7046,6819
SINGIDA,MKALAMA DISTRICT COUNCIL,Msingi,9431,4786,4645
SINGIDA,MKALAMA DISTRICT COUNCIL,Kinyangiri,18344,9271,9073
SINGIDA,MKALAMA DISTRICT COUNCIL,Iguguno,19132,9428,9704
SINGIDA,MKALAMA DISTRICT COUNCIL,Kikhonda,10551,5353,5198
SINGIDA,MKALAMA DISTRICT COUNCIL,Tumuli,13224,6568,6656
TABORA,NZEGA TOWN COUNCIL,Mbogwe,8024,3991,4033
TABORA,NZEGA TOWN COUNCIL,Miguwa,6180,3039,3141
TABORA,NZEGA TOWN COUNCIL,Itilo,6667,3286,3381
TABORA,NZEGA TOWN COUNCIL,Ijanija,7634,3779,3855
TABORA,NZEGA TOWN COUNCIL,Nzega Ndogo,7666,3818,3848
TABORA,NZEGA TOWN COUNCIL,Nzega Mjini Mashariki,44937,21055,23882
TABORA,NZEGA TOWN COUNCIL,Nzega Mjini Magharibi,19032,8831,10201
TABORA,NZEGA TOWN COUNCIL,Uchama,10559,5226,5333
TABORA,NZEGA TOWN COUNCIL,Mwanzoli,8337,4113,4224
TABORA,NZEGA TOWN COUNCIL,Kitangili,6157,2959,3198
TABORA,NZEGA DISTRICT COUNCIL,Bukene,11239,5333,5906
TABORA,NZEGA DISTRICT COUNCIL,Mogwa,18256,8978,9278
TABORA,NZEGA DISTRICT COUNCIL,Mambali,30398,14915,15483
TABORA,NZEGA DISTRICT COUNCIL,Kahamanhalanga,19557,9589,9968
TABORA,NZEGA DISTRICT COUNCIL,Semembela,23802,11635,12167
TABORA,NZEGA DISTRICT COUNCIL,Isagenhe,14336,7061,7275
TABORA,NZEGA DISTRICT COUNCIL,Ikindwa,12171,5997,6174
TABORA,NZEGA DISTRICT COUNCIL,Uduka,5403,2725,2678
TABORA,NZEGA DISTRICT COUNCIL,Mbutu,22127,11019,11108
TABORA,NZEGA DISTRICT COUNCIL,Nata,20639,10045,10594
TABORA,NZEGA DISTRICT COUNCIL,Mwangoye,18115,9019,9096
TABORA,NZEGA DISTRICT COUNCIL,Mwamala,22349,10859,11490
TABORA,NZEGA DISTRICT COUNCIL,Igusule,23316,11561,11755
TABORA,NZEGA DISTRICT COUNCIL,Shigamba,6405,3085,3320
TABORA,NZEGA DISTRICT COUNCIL,Kasela,11832,5800,6032
TABORA,NZEGA DISTRICT COUNCIL,Karitu,10241,5083,5158
TABORA,NZEGA DISTRICT COUNCIL,Itobo,11656,5689,5967
TABORA,NZEGA DISTRICT COUNCIL,Sigili,13285,6721,6564
TABORA,NZEGA DISTRICT COUNCIL,Wela,9183,4461,4722
TABORA,NZEGA DISTRICT COUNCIL,Muhugi,17254,8626,8628
TABORA,NZEGA DISTRICT COUNCIL,Utwigu,23104,11352,11752
TABORA,NZEGA DISTRICT COUNCIL,Lusu,15004,7630,7374
TABORA,NZEGA DISTRICT COUNCIL,Isanzu,17073,8478,8595
TABORA,NZEGA DISTRICT COUNCIL,Mwasala,10358,5171,5187
TABORA,NZEGA DISTRICT COUNCIL,Mwantundu,13424,6627,6797
TABORA,NZEGA DISTRICT COUNCIL,Puge,17656,8604,9052
TABORA,NZEGA DISTRICT COUNCIL,Nkiniziwa,13215,6470,6745
TABORA,NZEGA DISTRICT COUNCIL,Budushi,9798,4815,4983
TABORA,NZEGA DISTRICT COUNCIL,Mwakashanhala,11427,5707,5720
TABORA,NZEGA DISTRICT COUNCIL,Tongi,20812,10374,10438
TABORA,NZEGA DISTRICT COUNCIL,Mizibaziba,15036,7403,7633
TABORA,NZEGA DISTRICT COUNCIL,Milambo Itobo,15333,7565,7768
TABORA,NZEGA DISTRICT COUNCIL,Magengati,15398,7712,7686
TABORA,NZEGA DISTRICT COUNCIL,Ndala,25570,12384,13186
TABORA,NZEGA DISTRICT COUNCIL,Mbagwa,13414,6584,6830
TABORA,NZEGA DISTRICT COUNCIL,Ugembe,16312,8068,8244
TABORA,IGUNGA DISTRICT COUNCIL,Igunga,82768,39555,43213
TABORA,IGUNGA DISTRICT COUNCIL,Itumba,12957,6394,6563
TABORA,IGUNGA DISTRICT COUNCIL,Bukoko,14292,6984,7308
TABORA,IGUNGA DISTRICT COUNCIL,Isakamaliwa,10496,5085,5411
TABORA,IGUNGA DISTRICT COUNCIL,Nanga,21315,10477,10838
TABORA,IGUNGA DISTRICT COUNCIL,Nguvumoja,16197,7968,8229
TABORA,IGUNGA DISTRICT COUNCIL,Mbutu,22005,10656,11349
TABORA,IGUNGA DISTRICT COUNCIL,Lugubu,19946,9875,10071
TABORA,IGUNGA DISTRICT COUNCIL,Mtunguru,6843,3345,3498
TABORA,IGUNGA DISTRICT COUNCIL,Kining'inila,12138,5947,6191
TABORA,IGUNGA DISTRICT COUNCIL,Igurubi,17680,8973,8707
TABORA,IGUNGA DISTRICT COUNCIL,Mwamashimba,9993,4762,5231
TABORA,IGUNGA DISTRICT COUNCIL,Kinungu,14874,7352,7522
TABORA,IGUNGA DISTRICT COUNCIL,Itunduru,16290,7948,8342
TABORA,IGUNGA DISTRICT COUNCIL,Mwamashiga,11784,5758,6026
TABORA,IGUNGA DISTRICT COUNCIL,Mwamakona,8350,4107,4243
TABORA,IGUNGA DISTRICT COUNCIL,Nyandekwa,12096,5971,6125
TABORA,IGUNGA DISTRICT COUNCIL,Ntobo,12806,6251,6555
TABORA,IGUNGA DISTRICT COUNCIL,Chomachankola,22150,10896,11254
TABORA,IGUNGA DISTRICT COUNCIL,Mwashikumbili,21885,10913,10972
TABORA,IGUNGA DISTRICT COUNCIL,Ziba,16948,8256,8692
TABORA,IGUNGA DISTRICT COUNCIL,Ndembezi,7961,3947,4014
TABORA,IGUNGA DISTRICT COUNCIL,Nkinga,16403,7769,8634
TABORA,IGUNGA DISTRICT COUNCIL,Ngulu,11718,5812,5906
TABORA,IGUNGA DISTRICT COUNCIL,Sungwizi,11210,5488,5722
TABORA,IGUNGA DISTRICT COUNCIL,Kitangili,7850,3870,3980
TABORA,IGUNGA DISTRICT COUNCIL,Ugaka,10415,5052,5363
TABORA,IGUNGA DISTRICT COUNCIL,Iborogelo,11777,5529,6248
TABORA,IGUNGA DISTRICT COUNCIL,Simbo,11091,5428,5663
TABORA,IGUNGA DISTRICT COUNCIL,Igoweko,22007,10732,11275
TABORA,IGUNGA DISTRICT COUNCIL,Mwisi,14111,6952,7159
TABORA,IGUNGA DISTRICT COUNCIL,Chabutwa,7365,3601,3764
TABORA,IGUNGA DISTRICT COUNCIL,Mwamala,6263,3018,3245
TABORA,IGUNGA DISTRICT COUNCIL,Tambalale,9076,4512,4564
TABORA,IGUNGA DISTRICT COUNCIL,Uswaya,15144,7371,7773
TABORA,UYUI DISTRICT COUNCIL,Lutende,23203,11186,12017
TABORA,UYUI DISTRICT COUNCIL,Kizengi,27707,13363,14344
TABORA,UYUI DISTRICT COUNCIL,Goweko,18085,8823,9262
TABORA,UYUI DISTRICT COUNCIL,Igalula,22731,11279,11452
TABORA,UYUI DISTRICT COUNCIL,Loya,44552,22020,22532
TABORA,UYUI DISTRICT COUNCIL,Miswaki,18431,9107,9324
TABORA,UYUI DISTRICT COUNCIL,Tura,33243,16155,17088
TABORA,UYUI DISTRICT COUNCIL,Nsololo,22162,10657,11505
TABORA,UYUI DISTRICT COUNCIL,Kigwa,30056,14888,15168
TABORA,UYUI DISTRICT COUNCIL,Miyenze,33366,16103,17263
TABORA,UYUI DISTRICT COUNCIL,Mmale,12376,5952,6424
TABORA,UYUI DISTRICT COUNCIL,Bukumbi,21923,10532,11391
TABORA,UYUI DISTRICT COUNCIL,Ikongolo,7200,3558,3642
TABORA,UYUI DISTRICT COUNCIL,Upuge,7499,3822,3677
TABORA,UYUI DISTRICT COUNCIL,Magiri,17860,9010,8850
TABORA,UYUI DISTRICT COUNCIL,Isikizya,16222,7981,8241
TABORA,UYUI DISTRICT COUNCIL,Shitage,16724,8189,8535
TABORA,UYUI DISTRICT COUNCIL,Nsimbo,10653,5297,5356
TABORA,UYUI DISTRICT COUNCIL,Ibelamilundi,19958,9949,10009
TABORA,UYUI DISTRICT COUNCIL,Nzubuka,9011,4451,4560
TABORA,UYUI DISTRICT COUNCIL,Igulungu,13708,6727,6981
TABORA,UYUI DISTRICT COUNCIL,Ilolangulu,12346,6020,6326
TABORA,UYUI DISTRICT COUNCIL,Mabama,17862,8768,9094
TABORA,UYUI DISTRICT COUNCIL,Ndono,13781,6827,6954
TABORA,UYUI DISTRICT COUNCIL,Ufuluma,20468,10153,10315
TABORA,UYUI DISTRICT COUNCIL,Usagari,13512,6707,6805
TABORA,UYUI DISTRICT COUNCIL,Ibiri,22357,11011,11346
TABORA,UYUI DISTRICT COUNCIL,Isila,7492,3825,3667
TABORA,UYUI DISTRICT COUNCIL,Kalola,12328,6217,6111
TABORA,UYUI DISTRICT COUNCIL,Makazi,15772,7684,8088
TABORA,URAMBO DISTRICT COUNCIL,Kapilula,5782,2706,3076
TABORA,URAMBO DISTRICT COUNCIL,Urambo,24299,11513,12786
TABORA,URAMBO DISTRICT COUNCIL,Vumilia,11539,5698,5841
TABORA,URAMBO DISTRICT COUNCIL,Muungano,13926,6927,6999
TABORA,URAMBO DISTRICT COUNCIL,Songambele,19639,9678,9961
TABORA,URAMBO DISTRICT COUNCIL,Uyogo,28845,14242,14603
TABORA,URAMBO DISTRICT COUNCIL,Ugalla,14315,7048,7267
TABORA,URAMBO DISTRICT COUNCIL,Usisya,16025,7910,8115
TABORA,URAMBO DISTRICT COUNCIL,Itundu,7445,3631,3814
TABORA,URAMBO DISTRICT COUNCIL,Kasisi,11168,5536,5632
TABORA,URAMBO DISTRICT COUNCIL,Imalamakoye,10659,5168,5491
TABORA,URAMBO DISTRICT COUNCIL,Nsenda,18998,9579,9419
TABORA,URAMBO DISTRICT COUNCIL,Ukondamoyo,22814,11224,11590
TABORA,URAMBO DISTRICT COUNCIL,Kiyungi,5647,2659,2988
TABORA,URAMBO DISTRICT COUNCIL,Mchikichini,10286,4800,5486
TABORA,URAMBO DISTRICT COUNCIL,Kiloleni,9329,4602,4727
TABORA,URAMBO DISTRICT COUNCIL,Ussoke,9751,4700,5051
TABORA,URAMBO DISTRICT COUNCIL,Uyumbu,19855,9803,10052
TABORA,SIKONGE DISTRICT COUNCIL,Tutuo,22982,11057,11925
TABORA,SIKONGE DISTRICT COUNCIL,Chabutwa,11971,5965,6006
TABORA,SIKONGE DISTRICT COUNCIL,Kiloleli,12733,6201,6532
TABORA,SIKONGE DISTRICT COUNCIL,Kipanga,11685,5880,5805
TABORA,SIKONGE DISTRICT COUNCIL,Sikonge,21298,10101,11197
TABORA,SIKONGE DISTRICT COUNCIL,Igigwa,31812,15662,16150
TABORA,SIKONGE DISTRICT COUNCIL,Pangale,13839,6827,7012
TABORA,SIKONGE DISTRICT COUNCIL,Ipole,8847,4471,4376
TABORA,SIKONGE DISTRICT COUNCIL,Ngoywa,10461,5154,5307
TABORA,SIKONGE DISTRICT COUNCIL,Kisanga,19464,9669,9795
TABORA,SIKONGE DISTRICT COUNCIL,Misheni,8228,3915,4313
TABORA,SIKONGE DISTRICT COUNCIL,Mole,15157,7564,7593
TABORA,SIKONGE DISTRICT COUNCIL,Mpombwe,8714,4203,4511
TABORA,SIKONGE DISTRICT COUNCIL,Usunga,10564,5206,5358
TABORA,SIKONGE DISTRICT COUNCIL,Mkolye,9319,4587,4732
TABORA,SIKONGE DISTRICT COUNCIL,Nyahua,24628,12022,12606
TABORA,SIKONGE DISTRICT COUNCIL,Kitunda,30340,15462,14878
TABORA,SIKONGE DISTRICT COUNCIL,Kiloli,19529,9677,9852
TABORA,SIKONGE DISTRICT COUNCIL,Kipili,30411,15138,15273
TABORA,SIKONGE DISTRICT COUNCIL,Kilumbi,13704,6548,7156
TABORA,TABORA MUNICIPAL COUNCIL,Kanyenye,11218,6378,4840
TABORA,TABORA MUNICIPAL COUNCIL,Gongoni,7094,3376,3718
TABORA,TABORA MUNICIPAL COUNCIL,Tambuka-Reli,5396,2523,2873
TABORA,TABORA MUNICIPAL COUNCIL,Kiloleni,7439,3557,3882
TABORA,TABORA MUNICIPAL COUNCIL,Mtendeni,16983,8324,8659
TABORA,TABORA MUNICIPAL COUNCIL,Isevya,12782,5888,6894
TABORA,TABORA MUNICIPAL COUNCIL,Ipuli,20816,9711,11105
TABORA,TABORA MUNICIPAL COUNCIL,Kakola,4047,2033,2014
TABORA,TABORA MUNICIPAL COUNCIL,Uyui,8438,4243,4195
TABORA,TABORA MUNICIPAL COUNCIL,Itonjanda,3313,1628,1685
TABORA,TABORA MUNICIPAL COUNCIL,Kalunde,9776,4857,4919
TABORA,TABORA MUNICIPAL COUNCIL,Misha,8276,4187,4089
TABORA,TABORA MUNICIPAL COUNCIL,Kabila,7712,3876,3836
TABORA,TABORA MUNICIPAL COUNCIL,Ikomwa,8619,4291,4328
TABORA,TABORA MUNICIPAL COUNCIL,Ifucha,4680,2492,2188
TABORA,TABORA MUNICIPAL COUNCIL,Mpela,19016,8957,10059
TABORA,TABORA MUNICIPAL COUNCIL,Mapambano,8944,4257,4687
TABORA,TABORA MUNICIPAL COUNCIL,Mbugani,20607,9716,10891
TABORA,TABORA MUNICIPAL COUNCIL,Chemchem,10924,5331,5593
TABORA,TABORA MUNICIPAL COUNCIL,Cheyo,9404,4538,4866
TABORA,TABORA MUNICIPAL COUNCIL,Kitete,12693,6034,6659
TABORA,TABORA MUNICIPAL COUNCIL,Ng'ambo,17829,8586,9243
TABORA,TABORA MUNICIPAL COUNCIL,Malolo,12366,5963,6403
TABORA,TABORA MUNICIPAL COUNCIL,Ndevelwa,10940,5484,5456
TABORA,TABORA MUNICIPAL COUNCIL,Itetemia,8465,4202,4263
TABORA,TABORA MUNICIPAL COUNCIL,Tumbi,7760,3944,3816
TABORA,TABORA MUNICIPAL COUNCIL,Ntalikwa,5249,2641,2608
TABORA,TABORA MUNICIPAL COUNCIL,Mwinyi,16531,7980,8551
TABORA,TABORA MUNICIPAL COUNCIL,Kidongochekundu,11424,5419,6005
TABORA,KALIUA DISTRICT COUNCIL,Ukumbi Siganga,20522,10203,10319
TABORA,KALIUA DISTRICT COUNCIL,Zugimlole,42943,21025,21918
TABORA,KALIUA DISTRICT COUNCIL,Ugunga,22507,10948,11559
TABORA,KALIUA DISTRICT COUNCIL,Kaliua,16270,7663,8607
TABORA,KALIUA DISTRICT COUNCIL,Kamsekwa,24954,12262,12692
TABORA,KALIUA DISTRICT COUNCIL,Ufukutwa,18131,8731,9400
TABORA,KALIUA DISTRICT COUNCIL,Ushokola,27005,13012,13993
TABORA,KALIUA DISTRICT COUNCIL,Kazaroho,13041,6564,6477
TABORA,KALIUA DISTRICT COUNCIL,Igwisi,72409,35797,36612
TABORA,KALIUA DISTRICT COUNCIL,Usimba,6436,3235,3201
TABORA,KALIUA DISTRICT COUNCIL,Usinge,69774,33980,35794
TABORA,KALIUA DISTRICT COUNCIL,Igagala,46097,22734,23363
TABORA,KALIUA DISTRICT COUNCIL,Usenye,14721,7473,7248
TABORA,KALIUA DISTRICT COUNCIL,Uyowa,41656,20349,21307
TABORA,KALIUA DISTRICT COUNCIL,Silambo,18969,9470,9499
TABORA,KALIUA DISTRICT COUNCIL,Ichemba,5177,2607,2570
TABORA,KALIUA DISTRICT COUNCIL,Mwongozo,11963,5824,6139
TABORA,KALIUA DISTRICT COUNCIL,Kanoge,5332,2610,2722
TABORA,KALIUA DISTRICT COUNCIL,Mkindo,29582,14392,15190
TABORA,KALIUA DISTRICT COUNCIL,Milambo,36306,17613,18693
TABORA,KALIUA DISTRICT COUNCIL,Nhwande,16713,8238,8475
TABORA,KALIUA DISTRICT COUNCIL,Makingi,7717,3743,3974
TABORA,KALIUA DISTRICT COUNCIL,Kashishi,22487,10916,11571
TABORA,KALIUA DISTRICT COUNCIL,Sasu,10645,5108,5537
TABORA,KALIUA DISTRICT COUNCIL,Seleli,21643,10566,11077
TABORA,KALIUA DISTRICT COUNCIL,Igombemkulu,30376,14808,15568
TABORA,KALIUA DISTRICT COUNCIL,Kona Nne,14863,7136,7727
TABORA,KALIUA DISTRICT COUNCIL,Ilege,10208,4958,5250
RUKWA,KALAMBO DISTRICT COUNCIL,Kasanga,13281,6352,6929
RUKWA,KALAMBO DISTRICT COUNCIL,Kisumba,8694,4200,4494
RUKWA,KALAMBO DISTRICT COUNCIL,Mpombwe,10901,5237,5664
RUKWA,KALAMBO DISTRICT COUNCIL,Samazi,8644,4233,4411
RUKWA,KALAMBO DISTRICT COUNCIL,Mkowe,21290,10354,10936
RUKWA,KALAMBO DISTRICT COUNCIL,Msanzi,13392,6472,6920
RUKWA,KALAMBO DISTRICT COUNCIL,Matai,15452,7497,7955
RUKWA,KALAMBO DISTRICT COUNCIL,Sopa,13222,6607,6615
RUKWA,KALAMBO DISTRICT COUNCIL,Katete,14216,7029,7187
RUKWA,KALAMBO DISTRICT COUNCIL,Mkali,14583,6949,7634
RUKWA,KALAMBO DISTRICT COUNCIL,Lyowa,18127,8501,9626
RUKWA,KALAMBO DISTRICT COUNCIL,Sundu,8142,4018,4124
RUKWA,KALAMBO DISTRICT COUNCIL,Mbuluma,13352,6515,6837
RUKWA,KALAMBO DISTRICT COUNCIL,Mwimbi,15686,7614,8072
RUKWA,KALAMBO DISTRICT COUNCIL,Mambwekenya,16241,7888,8353
RUKWA,KALAMBO DISTRICT COUNCIL,Ulumi,20142,9626,10516
RUKWA,KALAMBO DISTRICT COUNCIL,Mnamba,13216,6338,6878
RUKWA,KALAMBO DISTRICT COUNCIL,Mambwe Nkoswe,13767,6664,7103
RUKWA,KALAMBO DISTRICT COUNCIL,Legezamwendo,14892,7084,7808
RUKWA,KALAMBO DISTRICT COUNCIL,Mwazye,11981,5857,6124
RUKWA,KALAMBO DISTRICT COUNCIL,Katazi,17038,8208,8830
RUKWA,KALAMBO DISTRICT COUNCIL,Kilesha,11706,5692,6014
RUKWA,KALAMBO DISTRICT COUNCIL,Kanyezi,8818,4189,4629
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Mfinga,13878,6639,7239
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Muze,38344,18528,19816
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Mtowisa,37710,18232,19478
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Milepa,24675,11933,12742
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Zimba,11957,5825,6132
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kalumbaleza,11476,5563,5913
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Mwadui,12983,6681,6302
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Ilemba,27645,13389,14256
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kipeta,27430,13422,14008
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kaoze,28097,13422,14675
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kapenta,17400,8361,9039
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kilangawana,18905,9079,9826
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Nankanga,16487,8243,8244
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Miangalua,20313,9738,10575
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Lusaka,21152,9957,11195
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Laela,16604,7855,8749
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Mnokola,11814,5731,6083
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kasanzama,10327,4956,5371
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Sandulula,15659,7673,7986
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kaengesa,14952,7106,7846
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Mpui,22019,10797,11222
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Msandamuungano,11302,5452,5850
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kalambanzite,17004,8149,8855
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Ikozi,12500,5848,6652
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Mpwapwa,9095,4307,4788
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Kanda,15281,7269,8012
RUKWA,SUMBAWANGA DISTRICT COUNCIL,Lyangalile,9321,4445,4876
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Ntendo,20486,9957,10529
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Senga,9912,4916,4996
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Mollo,20955,10266,10689
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Pito,21138,10222,10916
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Milanzi,21815,10500,11315
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Matanga,11937,5772,6165
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Kasense,14773,7014,7759
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Malangali,12977,6192,6785
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Mazwi,5144,2502,2642
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Izia,10683,4783,5900
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Katandala,11563,5538,6025
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Sumbawanga,17499,8176,9323
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Kizwite,23280,11169,12111
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Majengo,17811,8585,9226
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Chanji,10065,4704,5361
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Lwiche,11474,5258,6216
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Momoka,24839,11560,13279
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Mafulala,13774,6391,7383
RUKWA,SUMBAWANGA MUNICIPAL COUNCIL,Msua,23861,11152,12709
RUKWA,NKASI DISTRICT COUNCIL,Mkwamba,23414,11321,12093
RUKWA,NKASI DISTRICT COUNCIL,Mtenga,14291,6818,7473
RUKWA,NKASI DISTRICT COUNCIL,Isale,14428,7212,7216
RUKWA,NKASI DISTRICT COUNCIL,Namanyere,10403,5009,5394
RUKWA,NKASI DISTRICT COUNCIL,Nkomolo,15930,7697,8233
RUKWA,NKASI DISTRICT COUNCIL,Kipundu,13744,6609,7135
RUKWA,NKASI DISTRICT COUNCIL,Ntatumbila,8892,4218,4674
RUKWA,NKASI DISTRICT COUNCIL,Majengo,11381,5400,5981
RUKWA,NKASI DISTRICT COUNCIL,Mashete,12460,6049,6411
RUKWA,NKASI DISTRICT COUNCIL,Isunta,5555,2573,2982
RUKWA,NKASI DISTRICT COUNCIL,Paramawe,18204,8709,9495
RUKWA,NKASI DISTRICT COUNCIL,Korongwe,24513,11957,12556
RUKWA,NKASI DISTRICT COUNCIL,Kirando,20208,9585,10623
RUKWA,NKASI DISTRICT COUNCIL,Kabwe,18519,9140,9379
RUKWA,NKASI DISTRICT COUNCIL,Kipili,12037,6060,5977
RUKWA,NKASI DISTRICT COUNCIL,Itete,13522,6565,6957
RUKWA,NKASI DISTRICT COUNCIL,Mkinga,9785,4803,4982
RUKWA,NKASI DISTRICT COUNCIL,Chala,20258,9686,10572
RUKWA,NKASI DISTRICT COUNCIL,Nkandasi,24848,12105,12743
RUKWA,NKASI DISTRICT COUNCIL,Kipande,22419,10906,11513
RUKWA,NKASI DISTRICT COUNCIL,Kate,18987,9413,9574
RUKWA,NKASI DISTRICT COUNCIL,Sintali,11539,5692,5847
RUKWA,NKASI DISTRICT COUNCIL,Ntuchi,7228,3513,3715
RUKWA,NKASI DISTRICT COUNCIL,Myula,18054,8731,9323
RUKWA,NKASI DISTRICT COUNCIL,Kala,17508,8515,8993
RUKWA,NKASI DISTRICT COUNCIL,Wampembe,9637,4674,4963
RUKWA,NKASI DISTRICT COUNCIL,Ninde,16354,8228,8126
RUKWA,NKASI DISTRICT COUNCIL,Kizumbi,11302,5550,5752
KIGOMA,KIBONDO DISTRICT COUNCIL,Misezero,10268,5039,5229
KIGOMA,KIBONDO DISTRICT COUNCIL,Bitare,9619,4661,4958
KIGOMA,KIBONDO DISTRICT COUNCIL,Kibondo Mjini,27200,13002,14198
KIGOMA,KIBONDO DISTRICT COUNCIL,Bunyambo,12788,6027,6761
KIGOMA,KIBONDO DISTRICT COUNCIL,Kitahana,13695,6463,7232
